,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,序号_y,名称_y,最新价_y,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比,a1,MA5,MA10,MA20,MA30,MA60,MA5_1,MA10_1,MA20_1,MA30_1,MA60_1,MA5_score,MA10_score,MA20_score,MA30_score,MA60_score,T_MA5_score,T_MA10_score,T_MA20_score,T_MA30_score,T_MA60_score
31,32,600986,浙文互联,8.43,10.05,0.77,140330.0,118297769.0,0.0,8.43,8.43,8.43,7.66,0.16,1.06,39.74,2.9,238.0,浙文互联,8.43,10.05,34043830.0,28.78,58381569.0,49.35,-24337739.0,-20.57,-23419577.0,-19.8,-10624254.0,-8.98,0.0,7.562,6.911,6.2095,5.673666666666666,5.113833333333334,7.075999999999999,6.678999999999999,6.015000000000001,5.548333333333334,5.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,33,002349,精华制药,11.28,10.05,1.03,112833.0,127276131.0,0.0,11.28,11.28,11.28,10.25,0.18,1.36,55.06,4.27,247.0,精华制药,11.28,10.05,32798156.0,25.77,48760484.0,38.31,-15962328.0,-12.54,-19472314.0,-15.3,-13325842.0,-10.47,0.0,10.12,8.425999999999998,7.0584999999999996,6.623333333333334,6.164833333333333,9.404,7.8870000000000005,6.773999999999999,6.436000000000001,6.076666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34,002665,首航高科,5.15,10.04,0.47,3338916.0,1650434112.0,14.96,5.15,4.45,4.58,4.68,0.95,13.61,-97.44,2.32,17.0,首航高科,5.15,10.04,284836080.0,17.26,426078448.0,25.82,-141242368.0,-8.56,-168000992.0,-10.18,-116835105.0,-7.08,2.943348549426952e-16,4.622,4.0809999999999995,3.716500000000001,3.6493333333333333,3.4876666666666667,4.336,3.9219999999999997,3.626,3.602333333333333,3.456,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,35,002731,萃华珠宝,10.74,10.04,0.98,201482.0,208799778.0,9.94,10.74,9.77,10.01,9.76,1.58,8.42,44.47,2.11,246.0,萃华珠宝,10.74,10.04,32928969.0,15.77,21253435.0,10.18,11675534.0,5.59,-8745532.0,-4.19,-24183438.0,-11.58,0.0,10.024,9.918,9.5505,9.966333333333333,8.618333333333334,9.796000000000001,9.765,9.511000000000001,9.947666666666667,8.542166666666667,5.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
35,36,000705,浙江震元,8.88,10.04,0.81,244656.0,216430110.0,5.08,8.88,8.47,8.5,8.07,4.87,8.68,39.05,1.64,158.0,浙江震元,8.88,10.04,50567242.0,23.36,66655996.0,30.8,-16088754.0,-7.43,-32622794.0,-15.07,-17944449.0,-8.29,0.0,8.338,8.078,7.859,7.686333333333334,7.428333333333333,8.164,7.962000000000001,7.789500000000001,7.627333333333334,7.410833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,37,600843,上工申贝,6.91,10.03,0.63,97698.0,66916559.0,9.08,6.91,6.34,6.35,6.28,3.32,3.21,42.35,1.56,266.0,上工申贝,6.91,10.03,30058062.0,44.92,23528040.0,35.16,6530022.0,9.76,-11129416.0,-16.63,-18928646.0,-28.29,0.0,6.540000000000001,6.492,6.483,6.561000000000001,6.217,6.4159999999999995,6.45,6.453999999999999,6.545666666666666,6.203666666666667,5.0,10.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
37,38,002816,和科达,18.65,10.03,1.7,61120.0,110387773.0,10.86,18.65,16.81,16.96,16.95,3.74,6.23,48.42,4.29,436.0,和科达,18.65,10.03,16519900.0,14.97,11196673.0,10.14,5323227.0,4.82,-5721323.0,-5.18,-10798576.0,-9.78,0.0,17.677999999999997,17.451,17.353,17.323,18.175500000000003,17.398,17.308999999999997,17.286,17.304666666666666,18.197166666666664,5.0,10.0,20.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0
38,39,002951,金时科技,11.74,10.03,1.07,64372.0,74699229.0,4.97,11.74,11.21,11.21,10.67,2.66,8.98,64.77,3.08,281.0,金时科技,11.74,10.03,28764606.0,38.51,38990672.0,52.2,-10226066.0,-13.69,-14394034.0,-19.27,-14370571.0,-19.24,7.35837137356738e-17,10.738000000000001,10.305,10.098,9.993333333333332,9.640333333333333,10.35,10.14,9.992999999999999,9.919000000000002,9.599166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40,002750,龙津药业,16.13,10.03,1.47,889265.0,1411580080.0,9.55,16.13,14.73,16.13,14.66,2.49,22.33,737.15,10.05,4672.0,龙津药业,16.13,10.03,-140196382.0,-9.93,-50882638.0,-3.6,-89313744.0,-6.33,-9835904.0,-0.7,150032288.0,10.63,1.103755706035107e-16,14.474,11.833,9.5525,8.798333333333334,7.963833333333333,13.451999999999998,10.969999999999999,9.107,8.495666666666667,7.819333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,41,836149,旭杰科技,9.55,10.02,0.87,31111.0,30390242.0,16.24,10.3,8.89,8.89,8.68,4.49,7.81,35.16,3.63,,,,,,,,,,,,,,,0.0,8.89,8.492,8.2335,8.294333333333332,8.740166666666665,8.594000000000001,8.341,8.145,8.273333333333333,8.743666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,42,002873,新天药业,20.2,10.02,1.84,99707.0,199273417.0,6.97,20.2,18.92,18.92,18.36,0.52,6.43,27.94,3.81,172.0,新天药业,20.2,10.02,47752376.0,23.96,27367815.0,13.73,20384561.0,10.23,-19856027.0,-9.96,-27896349.0,-14.0,3.67918568678369e-17,18.734,18.085,16.228,15.587,16.3135,18.564,17.573,15.9525,15.365000000000002,16.283166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43,002246,北化股份,10.21,10.02,0.93,77082.0,78700732.0,0.0,10.21,10.21,10.21,9.28,0.34,1.4,56.08,2.09,507.0,北化股份,10.21,10.02,13277094.0,16.87,11656767.0,14.81,1620327.0,2.06,-5852382.0,-7.44,-7424712.0,-9.43,0.0,9.248000000000001,8.721,8.289,7.907333333333333,7.37,8.826,8.514999999999999,8.1425,7.8020000000000005,7.318333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44,605567,春雪食品,21.3,10.02,1.94,194989.0,390003376.0,13.38,21.3,18.71,19.36,19.36,1.17,39.0,46.83,2.59,332.0,春雪食品,21.3,10.02,24082462.0,6.17,24118397.0,6.18,-35935.0,-0.01,-22863445.0,-5.86,-1219017.0,-0.31,0.0,19.372,18.169,17.4985,16.761666666666667,,18.706,17.669,17.211499999999997,16.573333333333334,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,45,600566,济川药业,28.34,10.02,2.58,336792.0,939655696.0,8.42,28.34,26.17,26.53,25.76,0.87,3.79,14.84,2.94,74.0,济川药业,28.34,10.02,103475762.0,11.01,73264407.0,7.8,30211355.0,3.22,-65429217.0,-6.96,-38046538.0,-4.05,0.0,26.808000000000003,26.279000000000003,23.273,21.635333333333335,19.682333333333336,26.666000000000004,25.825,22.778,21.317,19.496,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,46,605033,美邦股份,26.71,10.01,2.43,169322.0,440627568.0,11.33,26.71,23.96,24.28,24.28,1.3,50.1,42.5,3.99,1846.0,美邦股份,26.71,10.01,175782.0,0.04,4230185.0,0.96,-4054403.0,-0.92,5975846.0,1.36,-6151630.0,-1.4,0.0,23.966,21.006,18.692500000000003,17.725666666666665,16.670666666666666,22.272,20.081,18.112,17.363999999999997,16.508666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,47,000970,中科三环,16.05,10.01,1.46,1595253.0,2547920112.0,3.29,16.05,15.57,16.05,14.59,7.49,14.98,62.4,3.57,12.0,中科三环,16.05,10.01,359967424.0,14.13,442650608.0,17.37,-82683184.0,-3.25,-215267904.0,-8.45,-144699527.0,-5.68,0.0,14.642,14.062999999999999,14.0525,14.313333333333333,13.014333333333333,14.078,13.824000000000002,13.985500000000002,14.220666666666666,12.925166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,48,600085,同仁堂,44.98,10.0,4.09,236531.0,1053699200.0,6.07,44.98,42.5,42.59,40.89,0.64,1.72,50.29,5.96,41.0,同仁堂,44.98,10.0,150696451.0,14.3,205285299.0,19.48,-54588848.0,-5.18,-106491873.0,-10.11,-44204576.0,-4.2,0.0,42.632,42.648,40.3985,39.05666666666666,36.07216666666667,42.338,42.144,40.00449999999999,38.66333333333333,35.856500000000004,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,49,001296,长江材料,59.28,10.0,5.39,35076.0,207361993.0,3.71,59.28,57.28,59.28,53.89,2.42,17.07,45.48,3.22,207.0,长江材料,59.28,10.0,38493160.0,18.56,24944503.0,12.03,13548657.0,6.53,28137712.0,13.57,-66630873.0,-32.13,0.0,53.196000000000005,,,,,49.438,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,50,603311,金海高科,14.3,10.0,1.3,224951.0,307136336.0,13.08,14.3,12.6,13.44,13.0,3.98,10.71,31.74,3.5,294.0,金海高科,14.3,10.0,27456978.0,8.94,11789361.0,3.84,15667617.0,5.1,-9713036.0,-3.16,-17743944.0,-5.78,0.0,13.058000000000002,12.302,11.688,11.289666666666667,10.573,12.584,12.054,11.4985,11.150333333333332,10.5045,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,51,600444,国机通用,20.9,10.0,1.9,280708.0,544551616.0,15.47,20.9,17.96,18.97,19.0,1.85,19.17,95.0,4.99,390.0,国机通用,20.9,10.0,19737780.0,3.62,23661897.0,4.35,-3924117.0,-0.72,-10660824.0,-1.96,-9076956.0,-1.67,3.67918568678369e-17,19.182,16.926,15.040000000000001,13.946666666666667,12.388833333333332,18.042,16.316,14.591,13.632,12.234666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,52,600353,旭光电子,7.37,10.0,0.67,814907.0,565983104.0,13.43,7.37,6.47,6.75,6.7,3.16,14.99,64.25,3.38,869.0,旭光电子,7.37,10.0,5423915.0,0.96,25308578.0,4.47,-19884663.0,-3.51,-14998563.0,-2.65,9574648.0,1.69,0.0,6.704000000000001,6.379,6.0600000000000005,5.922666666666667,5.572500000000001,6.42,6.256,5.9665,5.8629999999999995,5.538666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,53,002556,辉隆股份,12.87,10.0,1.17,423232.0,532315376.0,10.6,12.87,11.63,11.78,11.7,5.0,5.13,20.64,3.29,4326.0,辉隆股份,12.87,10.0,-27251490.0,-5.12,23723731.0,4.46,-50975221.0,-9.58,21152599.0,3.97,6098892.0,1.15,0.0,12.114,11.643,11.547,11.581333333333333,10.838666666666667,11.778,11.472,11.498,11.522333333333334,10.789333333333333,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,54,002354,天神娱乐,5.83,10.0,0.53,1301915.0,758759520.0,2.45,5.83,5.7,5.83,5.3,1.36,8.98,272.89,3.47,116.0,天神娱乐,5.83,10.0,66154482.0,8.72,146289777.0,19.28,-80135295.0,-10.56,-54218778.0,-7.15,-11935702.0,-1.57,0.0,5.231999999999999,5.023999999999999,4.727,4.295333333333334,3.7498333333333336,4.954,4.968999999999999,4.606,4.216333333333333,3.7065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,55,002190,成飞集成,33.77,10.0,3.07,143088.0,477401552.0,8.99,33.77,31.01,31.49,30.7,2.15,3.99,221.97,4.74,77.0,成飞集成,33.77,10.0,98207327.0,20.57,87827142.0,18.4,10380185.0,2.17,-45013524.0,-9.43,-53193803.0,-11.14,1.839592843391845e-17,31.518,30.708999999999996,30.7985,30.422666666666665,29.041,30.715999999999998,30.256999999999998,30.6775,30.296666666666667,28.9565,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,56,000762,西藏矿业,53.13,10.0,4.83,832267.0,4391544576.0,6.77,53.13,49.86,49.86,48.3,1.68,15.98,162.28,12.9,2.0,西藏矿业,53.13,10.0,1203694256.0,27.41,1555150384.0,35.41,-351456128.0,-8.0,-720932336.0,-16.42,-482761920.0,-10.99,0.0,50.952,49.313,50.903,53.848,52.8355,49.452,48.940999999999995,51.053,54.083333333333336,52.82516666666667,5.0,0.0,20.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0
56,57,600976,健民集团,78.89,10.0,7.17,76474.0,594849936.0,8.83,78.89,72.56,72.7,71.72,0.91,5.02,35.3,8.14,419.0,健民集团,78.89,10.0,17765041.0,2.99,-281792.0,-0.05,18046833.0,3.03,81793.0,0.01,-17846834.0,-3.0,0.0,73.53999999999999,73.813,68.233,63.31666666666667,55.568333333333335,73.52000000000001,73.014,67.205,62.42166666666667,54.97816666666667,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,58,603368,柳药股份,19.04,9.99,1.73,336842.0,633495744.0,9.36,19.04,17.42,17.42,17.31,2.45,9.32,10.38,1.32,54.0,柳药股份,19.04,9.99,131311235.0,20.73,129646649.0,20.47,1664586.0,0.26,-65562719.0,-10.35,-65748516.0,-10.38,0.0,18.064,17.317,16.6435,16.421333333333333,16.153333333333332,17.833999999999996,17.022,16.4865,16.310666666666666,16.1155,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,59,002907,华森制药,18.05,9.99,1.64,193378.0,341380880.0,9.93,18.05,16.42,16.83,16.41,2.7,6.8,60.8,6.12,383.0,华森制药,18.05,9.99,20676841.0,6.06,14356692.0,4.21,6320149.0,1.85,-21769261.0,-6.38,1092420.0,0.32,0.0,16.198,14.842000000000002,13.8115,13.449333333333334,12.522833333333333,15.378,14.325,13.543000000000001,13.236333333333334,12.420166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,60,603718,海利生物,15.3,9.99,1.39,242549.0,359484672.0,9.92,15.3,13.92,13.98,13.91,3.83,3.77,202.17,9.79,73.0,海利生物,15.3,9.99,104448040.0,29.05,88064388.0,24.5,16383652.0,4.56,-43679345.0,-12.15,-60768694.0,-16.9,0.0,14.502,14.160000000000002,13.894,14.070666666666666,13.8315,14.252,13.978,13.828,14.06,13.800833333333333,5.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
60,61,603230,内蒙新华,25.87,9.99,2.35,67464.0,174529704.0,0.0,25.87,25.87,25.87,23.52,0.39,7.63,25.63,4.35,456.0,内蒙新华,25.87,9.99,15523863.0,8.89,10930153.0,6.26,4593710.0,2.63,-3672816.0,-2.1,-11851048.0,-6.79,0.0,23.216,,,,,21.576,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,62,600479,千金药业,12.55,9.99,1.14,215253.0,263511664.0,9.73,12.55,11.44,11.44,11.41,1.46,5.14,20.82,2.58,173.0,千金药业,12.55,9.99,47747444.0,18.12,39893456.0,15.14,7853988.0,2.98,-16247515.0,-6.17,-31499930.0,-11.95,0.0,11.87,11.69,11.257000000000001,10.860000000000001,9.694166666666666,11.722,11.544,11.165000000000001,10.727666666666666,9.629666666666667,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,63,000999,华润三九,34.24,9.99,3.11,100647.0,341386400.0,6.46,34.24,32.23,32.26,31.13,0.41,1.03,14.44,2.24,79.0,华润三九,34.24,9.99,92742759.0,27.17,105328028.0,30.85,-12585269.0,-3.69,-48605897.0,-14.24,-44136863.0,-12.93,0.0,32.824,31.019,28.4565,27.240000000000002,26.392333333333333,32.516,30.309000000000005,28.026999999999997,26.907666666666668,26.283666666666665,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,64,600129,太极集团,22.46,9.99,2.04,293397.0,656105984.0,5.97,22.46,21.24,21.24,20.42,0.76,5.27,37.82,3.59,565.0,太极集团,22.46,9.99,11351808.0,1.73,-3528352.0,-0.54,14880160.0,2.27,-14743322.0,-2.25,3391513.0,0.52,0.0,21.216,20.175,18.019,17.221999999999998,16.296166666666668,21.074,19.663999999999998,17.677,16.982666666666667,16.1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,65,605116,奥锐特,22.02,9.99,2.0,67115.0,144668088.0,10.59,22.02,19.9,20.33,20.02,0.99,8.68,49.6,6.0,381.0,奥锐特,22.02,9.99,20779579.0,14.36,17753043.0,12.27,3026536.0,2.09,-3335328.0,-2.31,-17444251.0,-12.06,0.0,20.358,19.573,18.299,18.002666666666666,15.643333333333334,19.663999999999998,19.211,18.0325,17.728,15.499666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,66,000893,亚钾国际,26.65,9.99,2.42,202714.0,528659376.0,10.07,26.65,24.21,24.55,24.23,1.64,2.68,21.11,4.55,69.0,亚钾国际,26.65,9.99,109169838.0,20.65,107380303.0,20.31,1789535.0,0.34,-60167246.0,-11.38,-49002591.0,-9.27,0.0,24.806,24.148,23.2515,21.781333333333336,20.078500000000002,24.092,23.858,22.93,21.489,19.940833333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67,600847,万里股份,17.07,9.99,1.55,119855.0,197057639.0,10.44,17.07,15.45,15.52,15.52,1.5,7.82,-410.45,3.79,200.0,万里股份,17.07,9.99,39838682.0,20.22,39260985.0,19.92,577697.0,0.29,-15733947.0,-7.98,-24104735.0,-12.23,0.0,16.256,16.319,17.705000000000002,15.965666666666666,12.321166666666667,15.934000000000001,16.393,17.754,15.700666666666667,12.185666666666666,5.0,10.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0
67,68,601865,福莱特,57.94,9.98,5.26,288362.0,1658038544.0,9.3,57.95,53.05,53.05,52.68,2.34,5.41,54.34,10.92,21.0,福莱特,57.94,9.98,238413664.0,14.38,244809008.0,14.76,-6395344.0,-0.39,-146220848.0,-8.82,-92192824.0,-5.56,0.0,53.318,49.637,49.2975,48.059666666666665,48.443666666666665,51.182,48.357,48.7505,47.72166666666667,48.20066666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,69,600981,汇鸿集团,3.53,9.97,0.32,1478099.0,513727344.0,6.54,3.53,3.32,3.42,3.21,6.95,6.59,38.15,1.44,3106.0,汇鸿集团,3.53,9.97,-3254676.0,-0.63,-9593568.0,-1.87,6338892.0,1.23,-1815875.0,-0.35,5070551.0,0.99,0.0,3.2039999999999997,3.052,2.9015,2.8326666666666664,2.763,3.07,2.9799999999999995,2.8600000000000003,2.805333333333333,2.752333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,70,002644,佛慈制药,10.04,9.97,0.91,208220.0,203670212.0,11.17,10.04,9.02,9.12,9.13,0.62,4.08,52.16,3.2,112.0,佛慈制药,10.04,9.97,66857242.0,32.83,50319109.0,24.71,16538133.0,8.12,-25843181.0,-12.69,-41014061.0,-20.14,7.35837137356738e-17,9.614,9.137,8.282,7.959333333333333,7.549499999999999,9.548,8.944999999999999,8.142999999999999,7.861999999999999,7.5055,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,71,600255,鑫科材料,3.31,9.97,0.3,2494727.0,783763104.0,14.62,3.31,2.87,2.99,3.01,0.93,14.1,70.21,4.74,59.0,鑫科材料,3.31,9.97,123181890.0,15.72,145234020.0,18.53,-22052130.0,-2.81,-59533392.0,-7.6,-63648497.0,-8.12,0.0,3.0479999999999996,2.756,2.5215,2.4146666666666667,2.2700000000000005,2.916,2.652,2.4695,2.376333333333333,2.2520000000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,72,002746,仙坛股份,10.49,9.96,0.95,1050795.0,1080025744.0,8.07,10.49,9.72,9.72,9.54,2.21,14.81,54.43,2.03,2607.0,仙坛股份,10.49,9.96,-1352592.0,-0.13,-35898128.0,-3.32,34545536.0,3.2,19575552.0,1.81,-18222961.0,-1.69,0.0,9.414,8.192,7.510499999999999,7.242999999999999,7.1925,8.748000000000001,7.825999999999999,7.3235,7.119,7.145333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,73,600880,博瑞传播,7.51,9.96,0.68,108827.0,81728927.0,0.0,7.51,7.51,7.51,6.83,0.08,1.0,108.41,2.77,388.0,博瑞传播,7.51,9.96,20254193.0,24.78,27729098.0,33.93,-7474905.0,-9.15,-8022347.0,-9.82,-12231845.0,-14.97,0.0,6.831999999999999,5.944,4.9315,4.532333333333333,4.0905000000000005,6.536,5.619,4.7385,4.408333333333333,4.0263333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,74,000607,华媒控股,5.31,9.94,0.48,962515.0,489820208.0,12.63,5.31,4.7,5.0,4.83,1.79,10.88,52.13,3.76,171.0,华媒控股,5.31,9.94,48203592.0,9.84,77299568.0,15.78,-29095976.0,-5.94,-43590455.0,-8.9,-4613137.0,-0.94,3.67918568678369e-17,4.89,4.8469999999999995,4.455,4.263333333333333,4.0295000000000005,4.748,4.773999999999999,4.3815,4.217,4.0025,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75,002118,紫鑫药业,3.43,9.94,0.31,1753954.0,582125648.0,12.5,3.43,3.04,3.07,3.12,1.52,13.7,-9.67,1.29,46.0,紫鑫药业,3.43,9.94,144616318.0,24.84,103068594.0,17.71,41547724.0,7.14,-59688916.0,-10.25,-84927402.0,-14.59,0.0,3.2159999999999997,3.114,2.914,2.8440000000000003,2.773,3.168,3.074,2.8745000000000003,2.8179999999999996,2.7615,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,76,002256,兆新股份,4.77,9.91,0.43,3167400.0,1451197824.0,11.75,4.77,4.26,4.28,4.34,1.6,22.77,-21.86,6.58,16.0,兆新股份,4.77,9.91,287092187.0,19.78,296339691.0,20.42,-9247504.0,-0.64,-130618224.0,-9.0,-156473968.0,-10.78,0.0,4.4559999999999995,4.212,3.9940000000000007,3.935,3.9395000000000002,4.262,4.108,3.941,3.9069999999999996,3.9290000000000003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,77,000629,攀钢钒钛,3.89,9.89,0.35,2885075.0,1095964608.0,10.17,3.89,3.53,3.54,3.54,4.59,3.36,32.03,3.24,10.0,攀钢钒钛,3.89,9.89,365803836.0,33.38,224944862.0,20.52,140858974.0,12.85,-104560373.0,-9.54,-261243460.0,-23.84,0.0,3.6759999999999997,3.653,3.7444999999999995,3.757333333333334,3.7991666666666664,3.6079999999999997,3.627,3.7404999999999995,3.746666666666667,3.8063333333333333,5.0,10.0,20.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0
77,78,000839,中信国安,2.68,9.84,0.24,1075734.0,284441632.0,9.02,2.68,2.46,2.46,2.44,4.76,2.74,-19.1,2.19,71.0,中信国安,2.68,9.84,107496176.0,37.79,81989151.0,28.82,25507025.0,8.97,-44861526.0,-15.77,-62634651.0,-22.02,0.0,2.522,2.511,2.475,2.457,2.386666666666667,2.47,2.489,2.461,2.445666666666667,2.3853333333333335,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,79,300278,*ST华昌,3.98,9.64,0.35,130829.0,52300888.0,7.16,4.14,3.88,4.14,3.63,0.84,1.01,-21.3,4.84,3276.0,*ST华昌,3.98,9.64,-4283845.0,-8.19,-797476.0,-1.52,-3486369.0,-6.67,3811415.0,7.29,472429.0,0.9,0.0,3.8980000000000006,4.062,4.317,4.452333333333333,4.723666666666666,3.846,4.1240000000000006,4.3445,4.487,4.745333333333334,5.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0
79,80,300813,泰林生物,100.0,9.57,8.73,17214.0,169471531.0,12.28,103.03,91.82,91.82,91.27,1.42,10.58,91.98,10.71,534.0,泰林生物,100.0,9.57,12532399.0,7.39,10656531.0,6.29,1875868.0,1.11,-21028531.0,-12.41,8496133.0,5.01,3.67918568678369e-17,94.30999999999999,91.624,87.5135,86.30733333333333,77.56616666666667,92.52,90.186,86.4835,85.52266666666667,77.18533333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,836260,中寰股份,19.35,9.32,1.65,16413.0,31520357.0,17.01,20.52,17.51,17.91,17.7,7.72,10.22,46.87,3.04,,,,,,,,,,,,,,,0.0,18.232,17.671,17.8965,18.359333333333336,16.160166666666665,17.774,17.454,17.8245,18.409333333333333,16.034333333333333,5.0,10.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
81,82,600795,国电电力,3.17,9.31,0.27,6222670.0,1961649456.0,6.55,3.19,3.0,3.0,2.9,3.1,3.49,22.73,1.22,8.0,国电电力,3.17,9.31,438312565.0,22.34,396498581.0,20.21,41813984.0,2.13,-185769312.0,-9.47,-252543264.0,-12.87,1.5069944573065993e-13,3.006,3.012,2.9625,2.837,2.758,2.982,2.9859999999999998,2.939,2.8146666666666667,2.7569999999999997,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,83,600637,东方明珠,9.45,9.0,0.78,1286896.0,1186426976.0,11.19,9.54,8.57,8.65,8.67,4.52,3.77,24.18,1.11,33.0,东方明珠,9.45,9.0,175341692.0,14.78,226284940.0,19.07,-50943248.0,-4.29,-71151120.0,-6.0,-104190576.0,-8.78,0.0,8.873999999999999,8.617,8.3195,8.158666666666667,7.953833333333334,8.708,8.485,8.2355,8.099333333333332,7.929833333333334,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,84,838924,广脉科技,12.26,8.98,1.01,29067.0,34820564.0,9.24,12.34,11.3,11.48,11.25,2.43,7.69,38.79,6.14,,,,,,,,,,,,,,,0.0,11.544,11.213999999999999,10.517,10.543000000000001,10.1195,11.248,10.99,10.382499999999999,10.520999999999999,10.045166666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,85,301221,光庭信息,95.47,8.74,7.67,57204.0,522557072.0,10.55,95.98,86.72,86.76,87.8,0.93,26.82,157.18,4.54,3747.0,光庭信息,95.47,8.74,-8898319.0,-1.7,17712918.0,3.39,-26611237.0,-5.09,-11172758.0,-2.14,20071077.0,3.84,0.0,91.306,,,,,89.008,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,86,600422,昆药集团,11.05,8.55,0.87,723065.0,784711040.0,9.92,11.2,10.19,10.2,10.18,2.4,9.57,14.48,1.78,64.0,昆药集团,11.05,8.55,114284997.0,14.56,149747946.0,19.08,-35462949.0,-4.52,-46981231.0,-5.99,-67303767.0,-8.58,3.67918568678369e-17,10.402,10.016,9.451,9.224,8.881833333333333,10.254,9.824000000000002,9.3325,9.139333333333333,8.848666666666668,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
